Company Name, CSRD, CBAM
Darden Restaurants Inc.,NO,NO
DoubleLine Income Solutions Fund,NO,NO
BNY Mellon Strategic Municipal Bond Fund Inc.,NO,NO
Blackrock Debt Strategies Fund Inc.,NO,NO
Dynatrace Inc.,NO,NO
DTE Energy Company,NO,NO
Solo Brands Inc.,NO,NO
DT Midstream Inc.,NO,NO
Duke Energy Corporation,NO,NO
DoubleVerify Holdings Inc.,NO,NO
DaVita Inc.,NO,NO
Devon Energy Corporation,NO,NO
Dynex Capital Inc.,NO,NO
DXC Technology Company,NO,NO
Dycom Industries Inc.,NO,NO
GrafTech International Ltd.,NO,NO
Entergy Arkansas LLC,NO,NO
Ellington Credit Company,NO,NO
Brinker International Inc.,NO,NO
Eventbrite Inc.,NO,NO
Ennis Inc.,NO,NO
Emergent BioSolutions Inc.,NO,NO
BlackRock ESG Capital Allocation Term Trust,NO,NO
Eagle Point Credit Company Inc.,NO,NO
Ecolab Inc.,YES,NO
Ecovyst Inc.,NO,NO
Consolidated Edison Inc.,NO,NO
Morgan Stanley Emerging Markets Domestic Debt Fund,NO,NO
Virtus Stone Harbor Emerging Markets Income Fund,NO,NO
Endeavor Group Holdings Inc.,NO,NO
Excelerate Energy Inc.,NO,NO
The European Equity Fund Inc.,NO,NO
Emerald Holding Inc.,NO,NO
Ellington Financial Inc.,NO,NO
Eaton Vance Senior Floating-Rate Fund,NO,NO
Eaton Vance Floating Rate Income Trust,NO,NO
Equifax Inc.,NO,NO
Blackrock Enhanced Government Fund Inc.,NO,NO
EastGroup Properties Inc.,NO,NO
VAALCO Energy Inc.,NO,NO
Enhabit Inc.,NO,NO
Encompass Health Corporation,NO,NO
Western Asset Global High Income Fund Inc.,NO,NO
Employers Holdings Inc.,NO,NO
Edison International,NO,NO
Estee Lauder Companies Inc.,YES,YES
Elanco Animal Health Incorporated,NO,NO
Entergy Louisiana Inc.,NO,NO
e.l.f. Beauty Inc.,NO,NO
Elme Communities,NO,NO
Equity Lifestyle Properties Inc.,NO,NO
Elevance Health Inc.,NO,NO
Western Asset Emerging Markets Debt Fund Inc.,NO,NO
EMCOR Group Inc.,NO,NO
Templeton Emerging Markets Fund,NO,NO
Eastman Chemical Company,NO,NO
ClearBridge Energy Midstream Opportunity Fund,NO,NO
Entergy Mississippi LLC,NO,NO
Emerson Electric Company,YES,YES
Enfusion Inc.,NO,NO
Entergy New Orleans LLC,NO,NO
EnLink Midstream LLC,NO,NO
Enovis Corporation,NO,NO
Energizer Holdings Inc.,NO,NO
EnerSys,NO,NO
Envestnet Inc.,NO,NO
Enova International Inc.,NO,NO
Enzo Biochem Inc.,NO,NO
Allspring Global Dividend Opportunity Fund,NO,NO
EOG Resources Inc.,NO,NO
Eaton Vance Enhance Equity Income Fund,NO,NO
Eaton Vance Municipal Income Trust,NO,NO
El Paso Corporation,NO,NO
Enerpac Tool Group Corp.,NO,NO
EPAM Systems Inc.,YES,NO
Edgewell Personal Care Company,NO,NO
Enterprise Products Partners L.P.,NO,NO
EPR Properties,NO,NO
Essential Properties Realty Trust Inc.,NO,NO
Equity Bancshares Inc.,NO,NO
Equity Commonwealth,NO,NO
Equitable Holdings Inc.,NO,NO
Equity Residential,NO,NO
Equus Total Return Inc.,NO,NO
EQT Corporation,NO,NO
Eversource Energy,NO,NO
ESAB Corporation,NO,NO
ESCO Technologies Inc.,NO,NO
Element Solutions Inc.,NO,NO
Empire State Realty Trust Inc.,NO,NO
Essex Property Trust Inc.,NO,NO
Elastic N.V.,YES,NO
Energy Transfer LP,NO,NO
Eaton Vance Tax-Managed Buy-Write Income Fund,NO,NO
Ethan Allen Interiors Inc.,NO,NO
Eaton Vance Tax-Advantaged Global Dividend Income Fund,NO,NO
Entergy Texas Inc.,NO,NO
Eaton Vance Risk-Managed Diversified Equity Income,NO,NO
Eaton Vance Tax-Advantage Global Dividend Opportunity,NO,NO
Entergy Corporation,NO,NO
E2open Parent Holdings Inc.,NO,NO
Enviva Inc.,NO,NO
Entravision Communications Corporation,NO,NO
Eaton Vance Senior Income Trust,NO,NO
Eaton Vance Short Diversified Income Fund,NO,NO
Evolent Health Inc.,NO,NO
Eaton Vance Municipal Income Trust,NO,NO
Evercore Inc.,NO,NO
Everi Holdings Inc.,NO,NO
Eaton Vance Tax Advantaged Dividend Income Fund,NO,NO
Edwards Lifesciences Corporation,NO,NO
Eaton Vance Tax-Managed Global Diversified Equity Income Fund,NO,NO
Eagle Materials Inc.,NO,NO
Expeditors International of Washington Inc.,NO,NO
Extra Space Storage Inc,NO,NO
Ford Motor Company,YES,YES
First American Corporation (New),NO,NO
First Trust/abrdn Global Opportunity Income Fund,NO,NO
Fortune Brands Innovations Inc.,NO,NO
FB Financial Corporation,NO,NO
First Bancshares Inc.,NO,NO
Franklin BSP Realty Trust Inc.,NO,NO
Franklin Covey Company,NO,NO
First Commonwealth Financial Corporation,NO,NO
FTI Consulting Inc.,NO,NO
Four Corners Property Trust Inc.,NO,NO
Crescent Capital BDC Inc.,NO,NO
First Trust Senior Floating Rate Income Fund II,NO,NO
Freeport-McMoRan Inc.,YES,YES
FedEx Corporation,YES,YES
FirstEnergy Corp.,YES,YES
Forum Energy Technologies Inc.,NO,NO
FutureFuel Corp.,NO,NO
First Trust Enhanced Equity Income Fund,NO,NO
Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,NO,NO
First Foundation Inc.,NO,NO
F&G Annuities & Life Inc.,NO,NO
First Trust Specialty Finance and Financial Opportunities Fund,NO,NO
Federated Hermes Inc.,NO,NO
First Horizon Corporation,NO,NO
Fiserv Inc.,YES,NO
Fair Isaac Corporation,NO,NO
FIGS Inc.,NO,NO
FinVolution Group,NO,NO
Fidelity National Information Services Inc.,YES,NO
Comfort Systems USA Inc.,NO,NO
Foot Locker Inc.,YES,NO
Flaherty & Crumrine Total Return Fund Inc,NO,NO
Flowers Foods Inc.,NO,NO
Fluor Corporation,NO,NO
Flowserve Corporation,YES,NO
FMC Corporation,YES,YES
Federated Hermes Premier Municipal Income Fund,NO,NO
First Trust Mortgage Income Fund,NO,NO
Paragon 28 Inc.,NO,NO
F.N.B. Corporation,NO,NO
Floor & Decor Holdings Inc.,NO,NO
FNF Group of Fidelity National Financial Inc.,NO,NO
Finance of America Companies Inc.,NO,NO
Cohen & Steers Closed-End Opportunity Fund Inc.,NO,NO
Forestar Group Inc,NO,NO
Shift4 Payments Inc.,NO,NO
First Trust Intermediate Duration Preferred & Income Fund,NO,NO
Five Point Holdings LLC,NO,NO
Farmland Partners Inc.,NO,NO
First Industrial Realty Trust Inc.,NO,NO
Blackrock Floating Rate Income Strategies Fund Inc,NO,NO
Forge Global Holdings Inc.,NO,NO
Federal Realty Investment Trust,NO,NO
FS Credit Opportunities Corp.,NO,NO
FS KKR Capital Corp.,NO,NO
Fastly Inc.,NO,NO
Federal Signal Corporation,NO,NO
Franklin Universal Trust,NO,NO
First Trust High Yield Opportunities 2027 Term Fund,NO,NO
Flotek Industries Inc.,NO,NO
Fortis Inc.,NO,NO
Fortive Corporation,YES,NO
FuboTV Inc.,NO,NO
H. B. Fuller Company,NO,NO
Six Flags Entertainment Corporation,NO,NO
Gabelli Equity Trust Inc.,NO,NO
General American Investors Inc.,NO,NO
Gap Inc.,YES,NO
Gatos Silver Inc.,NO,NO
GATX Corporation,NO,NO
Guggenheim Taxable Municipal Bond & Investment,NO,NO
Glacier Bancorp Inc.,NO,NO
Global Business Travel Group Inc.,NO,NO
Greenbrier Companies Inc.,NO,NO
Gannett Co. Inc.,NO,NO
Genesco Inc.,NO,NO
Gabelli Convertible and Income Securities Fund Inc.,NO,NO
General Dynamics Corporation,YES,YES
GoDaddy Inc.,YES,NO
GDL Fund The,NO,NO
Western Asset Global Corporate Defined Opportunity,NO,NO
Green Dot Corporation,NO,NO
Gabelli Dividend & Income Trust,NO,NO
GE Aerospace,YES,YES
Greif Inc.,NO,NO
Genesis Energy L.P.,NO,NO
Geo Group Inc (The),NO,NO
Guess? Inc.,NO,NO
Getty Images Holdings Inc.,NO,NO
GE Vernova Inc.,YES,YES
New Germany Fund Inc.,NO,NO
Griffon Corporation,NO,NO
Graco Inc.,NO,NO
Gabelli Multi-Media Trust Inc.,NO,NO
Graham Holdings Company,NO,NO
Greystone Housing Impact Investors LP,NO,NO
Guild Holdings Company,NO,NO
Graham Corporation,NO,NO
PGIM Global High Yield Fund Inc.,NO,NO
Global Industrial Company,NO,NO
General Mills Inc.,YES,YES
Synthetic Fixed-Income Securities Inc,NO,NO
Goldman Sachs Group Securities STRATS Trust,NO,NO
Glaukos Corporation,NO,NO
Globe Life Inc.,NO,NO
Globant S.A.,YES,NO
Global Partners LP,NO,NO
Glatfelter Corporation,NO,NO
Corning Incorporated,YES,YES
General Motors Company,YES,YES
GameStop Corporation,NO,NO
Globus Medical Inc.,NO,NO
Global Medical REIT Inc.,NO,NO
GMS Inc.,NO,NO
Genie Energy Ltd.,NO,NO
Genco Shipping & Trading Limited,NO,NO
Global Net Lease Inc.,NO,NO
Generac Holdings Inc.,NO,NO
GAMCO Natural Resources Gold & Income Trust,NO,NO
Guaranty Bancshares Inc.,NO,NO
Genworth Financial Inc,NO,NO
Guggenheim Strategic Opportunities Fund,NO,NO
Acushnet Holdings Corp.,NO,NO
Genuine Parts Company,YES,NO
Group 1 Automotive Inc.,NO,NO
Georgia Power Company,NO,NO
Graphic Packaging Holding Company,YES,YES
Granite Point Mortgage Trust Inc.,NO,NO
Global Payments Inc.,YES,NO
Gulfport Energy Corporation,NO,NO
Green Brick Partners Inc.,NO,NO
Gorman-Rupp Company (The),NO,NO
Granite Ridge Resources Inc.,NO,NO
The Gabelli Healthcare & Wellness Trust,NO,NO
Goldman Sachs Group Inc.,YES,NO
Goldman Sachs BDC Inc.,NO,NO
Chart Industries Inc.,NO,NO
Gray Television Inc.,NO,NO
Getty Realty Corporation,NO,NO
Guggenheim Active Allocation Fund,NO,NO
Gabelli Utility Trust (The),NO,NO
Granite Construction Incorporated,NO,NO
ESS Tech Inc.,NO,NO
Guidewire Software Inc.,NO,NO
W.W. Grainger Inc.,YES,NO
GXO Logistics Inc.,NO,NO
Hyatt Hotels Corporation,YES,NO
Haemonetics Corporation,NO,NO
Halliburton Company,YES,YES
HA Sustainable Infrastructure Capital Inc.,NO,NO
Hayward Holdings Inc.,NO,NO
Hamilton Beach Brands Holding Company,NO,NO
Hanesbrands Inc.,NO,NO
HCA Healthcare Inc.,YES,NO
Warrior Met Coal Inc.,NO,NO
HCI Group Inc.,NO,NO
Hercules Capital Inc.,NO,NO
Home Depot Inc. (The),YES,YES
Hawaiian Electric Industries Inc.,NO,NO
Heico Corporation,NO,NO
John Hancock Hedged Equity & Income Fund,NO,NO
Hess Corporation,YES,YES
Hess Midstream LP,NO,NO
Highland Opportunities and Income Fund,NO,NO
Hagerty Inc.,NO,NO
Hilton Grand Vacations Inc.,NO,NO
Howard Hughes Holdings Inc.,NO,NO
Hillenbrand Inc,NO,NO
Miller/Howard High Income Equity Fund,NO,NO
Hartford Financial Services Group Inc. (The),NO,NO
Huntington Ingalls Industries Inc.,YES,YES
Hims & Hers Health Inc.,NO,NO
Western Asset High Income Opportunity Fund Inc.,NO,NO
Hippo Holdings Inc.,NO,NO
Highwoods Properties Inc.,NO,NO
Western Asset High Income Fund II Inc.,NO,NO
Hecla Mining Company,NO,NO
Houlihan Lokey Inc.,NO,NO
Helios Technologies Inc.,NO,NO
Holley Inc.,NO,NO
Hilton Worldwide Holdings Inc.,YES,NO
Helix Energy Solutions Group Inc.,NO,NO
Horace Mann Educators Corporation,NO,NO
HNI Corporation,NO,NO
Harley-Davidson Inc.,YES,NO
Home BancShares Inc.,NO,NO
Anywhere Real Estate Inc.,NO,NO
Hovnanian Enterprises Inc.,NO,NO
Helmerich & Payne Inc.,NO,NO
Hewlett Packard Enterprise Company,YES,NO
John Hancock,NO,NO
Hudson Pacific Properties Inc.,NO,NO
HP Inc.,YES,NO
John Hancock Preferred Income Fund III,NO,NO
abrdn,NO,NO
Healthcare Realty Trust Incorporated, NO, NO
H&R Block Inc., NO, NO
Herc Holdings Inc., NO, NO
Hormel Foods Corporation, YES, NO
Heritage Insurance Holdings Inc., NO, NO
The Hershey Company, YES, NO
John Hancock Tax Advantaged Dividend Income Fund, NO, NO
Horizon Technology Finance Corporation, NO, NO
Hercules Capital Inc., NO, NO
Hilltop Holdings Inc., NO, NO
Hubbell Inc, YES, NO
HubSpot Inc., YES, NO
Humana Inc., YES, NO
Huntsman Corporation, YES, YES
HUYA Inc., NO, NO
Haverty Furniture Companies Inc., NO, NO
Howmet Aerospace Inc., YES, NO
Hexcel Corporation, YES, NO
Hyster-Yale Inc., YES, NO
New America High Income Fund Inc., NO, NO
Hyliion Holdings Corp., NO, NO
Blackrock Corporate High Yield Fund Inc., NO, NO
MarineMax Inc., NO, NO
Voya Asia Pacific High Dividend Equity Income Fund, NO, NO
International Business Machines Corporation, YES, YES
Installed Building Products Inc., NO, NO
Ibotta Inc., NO, NO
Intercontinental Exchange Inc., YES, NO
IDACORP Inc., NO, NO
Voya Infrastructure Industrials and Materials Fund, NO, NO
IDT Corporation, NO, NO
IDEX Corporation, YES, NO
International Flavors & Fragrances Inc., YES, NO
India Fund Inc., NO, NO
Voya Global Advantage and Premium Opportunity, NO, NO
Western Asset Investment Grade Defined Opportunity Trust, NO, NO
CBRE Global Real Estate Income Fund, NO, NO
International Game Technology, YES, NO
iHuman Inc., NO, NO
Voya Emerging Markets High Income Dividend Equity Fund, NO, NO
Morgan Stanley India Investment Fund Inc., NO, NO
Insteel Industries Inc., NO, NO
Invesco Value Municipal Income Trust, NO, NO
Innovative Industrial Properties Inc., NO, NO
Informatica Inc., NO, NO
Ingredion Incorporated, YES, NO
Summit Hotel Properties Inc., NO, NO
Insight Select Income Fund, NO, NO
Inspire Medical Systems Inc., NO, NO
International Seaways Inc., NO, NO
Invitation Homes Inc., NO, NO
Innovex International Inc., NO, NO
IonQ Inc., NO, NO
Samsara Inc., NO, NO
International Paper Company, YES, YES
Interpublic Group of Companies Inc., YES, NO
Intrepid Potash Inc., NO, NO
Invesco Quality Municipal Income Trust, NO, NO
IQVIA Holdings Inc., YES, NO
Ingersoll Rand Inc., YES, NO
Iron Mountain Incorporated, YES, NO
Independence Realty Trust Inc., NO, NO
PGIM High Yield Bond Fund Inc., NO, NO
Gartner Inc., YES, NO
Integer Holdings Corporation, NO, NO
ITT Inc., YES, NO
Illinois Tool Works Inc., YES, NO
Invesco Mortgage Capital Inc., NO, NO
InvenTrust Properties Corp., NO, NO
Invesco Ltd, YES, NO
Jacobs Solutions Inc., YES, NO
JBG SMITH Properties, NO, NO
Janus International Group Inc., NO, NO
Lehman ABS 3.50, NO, NO
Jabil Inc., YES, NO
John Bean Technologies Corporation, YES, NO
Nuveen Core Equity Alpha Fund, NO, NO
Jefferies Financial Group Inc., YES, NO
JELD-WEN Holding Inc., YES, NO
abrdn Japan Equity Fund Inc., NO, NO
Nuveen Floating Rate Income Fund, NO, NO
Nuveen Global High Income Fund, NO, NO
John Hancock Investors Trust, NO, NO
John Hancock Income Securities Trust, NO, NO
J. Jill Inc., NO, NO
Jones Lang LaSalle Incorporated, YES, NO
Nuveen Mortgage and Income Fund, NO, NO
Nuveen Multi-Market Income Fund, NO, NO
Johnson & Johnson, YES, NO
Juniper Networks Inc., YES, NO
Joby Aviation Inc., NO, NO
St. Joe Company (The), NO, NO
Japan Smaller Capitalization Fund Inc., NO, NO
Nuveen Preferred & Income Opportunities Fund, NO, NO
J.P. Morgan Chase & Co., YES, NO
Nordstrom Inc., YES, NO
Jackson Financial Inc., NO, NO
Kellanova, YES, NO
Kadant Inc., NO, NO
OPENLANE Inc., NO, NO
KB Home, YES, NO
KBR Inc., YES, NO
Kyndryl Holdings Inc., NO, NO
Kirby Corporation, NO, NO
KeyCorp, YES, NO
Keysight Technologies Inc., YES, NO
Korea Fund Inc., NO, NO
Kforce Inc., NO, NO
Korn Ferry, YES, NO
Kodiak Gas Services Inc., NO, NO
Kimco Realty Corporation, YES, NO
Nextdoor Holdings Inc., NO, NO
KKR Income Opportunities Fund, NO, NO
KKR & Co. Inc., YES, NO
KKR Group Finance Co., NO, NO
WK Kellogg Co, NO, NO
Kimberly-Clark Corporation, YES, NO
Kinder Morgan Inc., YES, YES
Kemper Corporation, NO, NO
Kennametal Inc., YES, NO
CarMax Inc., YES, NO
Knowles Corporation, NO, NO
Knife Riv Holding Co., NO, NO
Kinsale Capital Group Inc., NO, NO
Kinetik Holdings Inc., NO, NO
Knight-Swift Transportation Holdings Inc., YES, NO
Coca-Cola Company (The), YES, YES
Eastman Kodak Company, NO, NO
Koppers Holdings Inc., NO, NO
KORE Group Holdings Inc., NO, NO
Kroger Company (The), YES, NO
Kilroy Realty Corporation, NO, NO
KKR Real Estate Finance Trust Inc., NO, NO
Kite Realty Group Trust, NO, NO
Kronos Worldwide Inc., NO, NO
Kimbell Royalty Partners, NO, NO
DWS Strategic Municipal Income Trust, NO, NO
Kohl's Corporation, YES, NO
Kontoor Brands Inc., NO, NO
DWS Municipal Income Trust, NO, NO
Structures Products Cp, NO, NO
Structured Products Corp, NO, NO
Kenvue Inc., NO, NO
Klaviyo Inc., NO, NO
Kennedy-Wilson Holdings Inc., NO, NO
Quaker Houghton, NO, NO
Kayne Anderson Energy Infrastructure Fund Inc., NO, NO
Loews Corporation, YES, NO
Lithia Motors Inc., YES, NO
Ladder Capital Corp, NO, NO
CS Disco Inc., NO, NO
Liberty Energy Inc., NO, NO
LendingClub Corporation, NO, NO
LCI Industries, NO, NO
loanDepot Inc., NO, NO
Leidos Holdings Inc., YES, NO
Cohen & Steers Limited Duration Preferred and Income Fund, NO, NO
Lear Corporation, YES, NO
Leggett & Platt Incorporated, YES, NO
Lennar Corporation, YES, NO
BNY Mellon Strategic Municipals Inc., NO, NO
Levi Strauss & Co, YES, NO
Lument Finance Trust Inc., NO, NO
Lazard Global Total Return and Income Fund, NO, NO
Labcorp Holdings Inc., YES, NO
L3Harris Technologies Inc., YES, NO
Lennox International Inc., YES, NO
Terran Orbital Corporation, NO, NO
Eli Lilly and Company, YES, NO
Lemonade Inc., NO, NO
Lockheed Martin Corporation, YES, NO
Lincoln National Corporation, YES, NO
Cheniere Energy Inc., YES, NO
Lindsay Corporation, NO, NO
Live Oak Bancshares Inc., NO, NO
Lowe's Companies Inc., YES, NO
Dorian LPG Ltd., NO, NO
Louisiana-Pacific Corporation, YES, NO
Stride Inc., NO, NO
LTC Properties Inc., NO, NO
Life Time Group Holdings Inc., NO, NO
Lumen Technologies Inc., YES, NO
Southwest Airlines Company, YES, NO
Las Vegas Sands Corp., YES, NO
LiveWire Group Inc., NO, NO
Lamb Weston Holdings Inc., YES, NO
LXP Industrial Trust, NO, NO
LSB Industries Inc., NO, NO
Live Nation Entertainment Inc., YES, NO
La-Z-Boy Incorporated, NO, NO
Macy's Inc., YES, NO
Mastercard Incorporated, YES, NO
Mid-America Apartment Communities Inc., YES, NO
Macerich Company (The), YES, NO
Main Street Capital Corporation, NO, NO
ManpowerGroup, YES, NO
Masco Corporation, YES, NO
Mativ Holdings Inc., NO, NO
Matson Inc., NO, NO
Pioneer Municipal High Income Advantage Fund Inc., NO, NO
MediaAlpha Inc., NO, NO
MasterBrand Inc., NO, NO
MBIA Inc., NO, NO
Moelis & Company, NO, NO
Metropolitan Bank Holding Corp., NO, NO
McDonald's Corporation, YES, NO
Barings Corporate Investors, NO, NO
McKesson Corporation, YES, NO
Madison Covered Call & Equity Strategy Fund, NO, NO
Moody's Corporation, YES, NO
MFS Charter Income Trust, NO, NO
Marcus Corporation (The), NO, NO
Mister Car Wash Inc., NO, NO
Mercury General Corporation,NO,NO
Pediatrix Medical Group Inc.,NO,NO
Medtronic plc,YES,NO
MDU Resources Group Inc.,NO,NO
Mayville Engineering Company Inc.,NO,NO
MEDIFAST INC,NO,NO
Montrose Environmental Group Inc.,NO,NO
Methode Electronics Inc.,NO,NO
Bank of America Corporation,YES,NO
MetLife Inc.,YES,NO
MFA Financial Inc.,NO,NO
Macquarie First Trust Global,NO,NO
MFS Municipal Income Trust,NO,NO
Mistras Group Inc,NO,NO
MFS Government Markets Income Trust,NO,NO
MGM Resorts International,NO,NO
Affiliated Managers Group Inc.,NO,NO
Magnolia Oil & Gas Corporation,NO,NO
Blackrock MuniHoldings Fund Inc.,NO,NO
Western Asset Municipal High Income Fund Inc.,NO,NO
Pioneer Municipal High Income Fund Inc.,NO,NO
Mohawk Industries Inc.,YES,NO
M/I Homes Inc.,NO,NO
MFS Intermediate Income Trust,NO,NO
Mirion Technologies Inc.,NO,NO
AG Mortgage Investment Trust Inc.,NO,NO
Blackrock MuniYield Michigan Quality Fund Inc.,NO,NO
McCormick & Company Incorporated,YES,NO
Markforged Holding Corporation,NO,NO
Markel Group Inc.,YES,NO
MoneyLion Inc.,NO,NO
Mueller Industries Inc.,NO,NO
Martin Marietta Materials Inc.,NO,NO
MeridianLink Inc.,NO,NO
Maui Land & Pineapple Company Inc.,NO,NO
Miller Industries Inc.,NO,NO
Marsh & McLennan Companies Inc.,YES,NO
NYLI MacKay DefinedTerm Muni Opportunities Fund,NO,NO
Marcus & Millichap Inc.,NO,NO
3M Company,YES,NO
Maximus Inc.,NO,NO
MFS Multimarket Income Trust,NO,NO
Western Asset Managed Municipals Fund Inc.,NO,NO
Altria Group Inc.,NO,NO
Modine Manufacturing Company,NO,NO
Topgolf Callaway Brands Corp.,NO,NO
Molina Healthcare Inc,NO,NO
Mosaic Company (The),YES,NO
Movado Group Inc.,NO,NO
MP Materials Corp.,NO,NO
Blackrock MuniYield Pennsylvania Quality Fund Inc.,NO,NO
Marathon Petroleum Corporation,YES,NO
MultiPlan Corporation,NO,NO
MPLX LP,NO,NO
Barings Participation Investors,NO,NO
Medical Properties Trust Inc.,NO,NO
Marine Products Corporation,NO,NO
Blackrock MuniYield Quality Fund II Inc.,NO,NO
Blackrock MuniYield Quality Fund Inc.,NO,NO
MRC Global Inc.,NO,NO
Merck & Company Inc.,YES,NO
Marathon Oil Corporation,YES,NO
Morgan Stanley,YES,NO
MSA Safety Incorporated,NO,NO
Mesabi Trust,NO,NO
MSCI Inc.,YES,NO
Morgan Stanley Emerging Markets Debt Fund Inc.,NO,NO
Morgan Stanley Direct Lending Fund,NO,NO
Madison Square Garden Entertainment Corp.,NO,NO
Madison Square Garden Sports Corp.,NO,NO
Motorola Solutions Inc.,YES,NO
MSC Industrial Direct Company Inc.,NO,NO
Metals Acquisition Limited,NO,NO
M&T Bank Corporation,NO,NO
Matador Resources Company,NO,NO
MGIC Investment Corporation,NO,NO
Meritage Homes Corporation,NO,NO
Vail Resorts Inc.,NO,NO
Mesa Royalty Trust,NO,NO
Materion Corporation,NO,NO
Metallus Inc.,NO,NO
Manitowoc Company Inc. (The),NO,NO
Minerals Technologies Inc.,NO,NO
MasTec Inc.,NO,NO
Blackrock MuniAssets Fund Inc,NO,NO
Blackrock MuniHoldings California Quality Fund Inc.,NO,NO
Blackrock MuniHoldings Quality Fund II Inc.,NO,NO
BlackRock Municipal Income Fund Inc.,NO,NO
Blackrock MuniHoldings New Jersey Quality Fund Inc.,NO,NO
Murphy Oil Corporation,NO,NO
Murphy USA Inc.,NO,NO
Blackrock MuniVest Fund Inc.,NO,NO
MV Oil Trust,NO,NO
Blackrock MuniVest Fund II Inc.,NO,NO
MUELLER WATER PRODUCTS,NO,NO
Mexico Equity and Income Fund Inc.,NO,NO
Mexico Fund Inc. (The),NO,NO
Blackrock MuniYield Fund Inc.,NO,NO
Myers Industries Inc.,NO,NO
Blackrock MuniYield Quality Fund III Inc,NO,NO
Blackrock MuniYield New York Quality Fund Inc.,NO,NO
N-able Inc.,NO,NO
Nuveen California Quality Municipal Income Fund,NO,NO
Nuveen Quality Municipal Income Fund,NO,NO
Nuveen New York Quality Municipal Income Fund Inc.,NO,NO
The Duckhorn Portfolio Inc.,NO,NO
NCR Atleos Corporation,NO,NO
Nuveen Arizona Quality Municipal Income Fund,NO,NO
Nuveen Taxable Municipal Income Fund,NO,NO
National Bank Holdings Corporation,NO,NO
Neuberger Berman Next Generation Connectivity Fund,NO,NO
NACCO Industries Inc.,NO,NO
Nuveen California Municipal Value Fund,NO,NO
Norwegian Cruise Line Holdings Ltd.,YES,NO
Virtus Convertible & Income Fund,NO,NO
Virtus Convertible & Income Fund II,NO,NO
Tortoise Energy Independence Fund Inc.,NO,NO
Noble Corporation plc,YES,NO
Nuveen AMT-Free Quality Municipal Income Fund,NO,NO
NextEra Energy Inc.,YES,NO
Newmont Corporation,YES,NO
NextEra Energy Partners LP,YES,NO
Cloudflare Inc.,NO,NO
NewMarket Corp,YES,NO
NeueHealth Inc.,NO,NO
National Fuel Gas Company,NO,NO
Virtus Dividend Interest & Premium Strategy Fund,NO,NO
NGL ENERGY PARTNERS LP,NO,NO
Natural Gas Services Group Inc.,NO,NO
Natural Grocers by Vitamin Cottage Inc.,NO,NO
Ingevity Corporation,NO,NO
National Health Investors Inc.,NO,NO
NiSource Inc,NO,NO
Nicolet Bankshares Inc.,NO,NO
Virtus Equity & Convertible Income Fund,NO,NO
Nuveen Select Maturities Municipal Fund,NO,NO
Nine Energy Service Inc.,NO,NO
NIO Inc.,YES,NO
NewJersey Resources Corporation,NO,NO
Nike Inc.,YES,NO
Nuveen California AMT-Free Quality Municipal Income Fund,NO,NO
NL Industries Inc.,NO,NO
Net Lease Office Properties,NO,NO
Annaly Capital Management Inc.,NO,NO
Nuveen Multi-Asset Income Fund,NO,NO
Nuveen Municipal Income Fund Inc.,NO,NO
Nuveen Minnesota Quality Municipal Income Fund,NO,NO
Nuveen Massachusetts Quality Municipal Income Fund,NO,NO
Nuveen Municipal High Income Opportunity Fund,NO,NO
Nelnet Inc.,NO,NO
NNN REIT Inc.,NO,NO
Nuveen New York Municipal Value Fund,NO,NO
Northrop Grumman Corporation,YES,NO
Northern Oil and Gas Inc.,NO,NO
Nuveen Missouri Quality Municipal Income Fund,NO,NO
FiscalNote Holdings Inc.,NO,NO
NOV Inc.,NO,NO
Sunnova Energy International Inc.,NO,NO
ServiceNow Inc.,YES,NO
Nuveen Core Plus Impact Fund,NO,NO
Nuveen Variable Rate Preferred & Income Fund,NO,NO
National Presto Industries Inc.,NO,NO
Enpro Inc.,NO,NO
Nuveen Virginia Quality Municipal Income Fund,NO,NO
NET Power Inc.,NO,NO
Nuveen Pennsylvania Quality Municipal Income Fund,NO,NO
Newpark Resources Inc.,NO,NO
Nerdy Inc.,NO,NO
NexPoint Real Estate Finance Inc.,NO,NO
NRG Energy Inc.,YES,NO
Energy Vault Holdings Inc.,NO,NO
Nuveen New York AMT-Free Quality Municipal Income Fund,NO,NO
Natural Resource Partners LP,NO,NO
North European Oil Royality Trust,NO,NO
National Rural Utilities Cooperative Finance Corporation,NO,NO
National Storage Affiliates Trust,NO,NO
Norfolk Southern Corporation,YES,NO
Insperity Inc.,NO,NO
NetSTREIT Corp.,NO,NO
Nucor Corporation,YES,NO
Nu Skin Enterprises Inc.,NO,NO
Nuveen Municipal Value Fund Inc.,NO,NO
Nuvation Bio Inc.,NO,NO
Nuveen AMT-Free Municipal Value Fund,NO,NO
Nuveen AMT-Free Municipal Credit Income Fund,NO,NO
NVR Inc.,NO,NO
Enviri Corporation,NO,NO
Nevro Corp.,NO,NO
Envista Holdings Corporation,NO,NO
Northwest Natural Holding Company,NO,NO
Quanex Building Products Corporation,NO,NO
Nuveen California Select Tax-Free Income Portfolio,NO,NO
NexPoint Diversified Real Estate Trust,NO,NO
Nuveen,NO,NO
NexPoint Residential Trust Inc.,NO,NO
New York Community Bancorp Inc.,NO,NO
New York Times Company,NO,NO
Nuveen Municipal Credit Income Fund,NO,NO
